poemId,poemFullTitle,poemFullUrl,audioTitle,audioArtist,recitationId
8030,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۸ - قبول کردن خلیفه هدیه را و عطا فرمودن با کمال بی‌نیازی از آن هدیه و از آن سبو,/moulavi/masnavi/daftar1/sh138,بخش ۱۳۸ - قبول کردن خلیفه هدیه را و عطا فرمودن با کمال بی‌نیازی از آن هدیه و از آن سبو,بامشاد لطف آبادی,20314
8043,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۱ - دعا کردن بلعم با عور کی موسی و قومش را از این شهر کی حصار داده‌اند بی مراد باز گردان و مستجاب شدن دعای او,/moulavi/masnavi/daftar1/sh151,بخش ۱۵۱ - دعا کردن بلعم با عور کی موسی و قومش را از این شهر کی حصار داده‌اند بی مراد باز گردان و مستجاب شدن دعای او,بامشاد لطف آبادی,20545
8025,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۳ - پیش آمدن نقیبان و دربانان خلیفه از بهر اکرام اعرابی و پذیرفتن هدیهٔ او را,/moulavi/masnavi/daftar1/sh133,بخش ۱۳۳ - پیش آمدن نقیبان و دربانان خلیفه از بهر اکرام اعرابی و پذیرفتن هدیهٔ او را,بامشاد لطف آبادی,20304
8019,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۲۷ - دل نهادن عرب بر التماس دلبر خویش و سوگند خوردن کی درین تسلیم مرا حیلتی و امتحانی نیست,/moulavi/masnavi/daftar1/sh127,بخش ۱۲۷ - دل نهادن عرب بر التماس دلبر خویش و سوگند خوردن کی درین تسلیم مرا حیلتی و امتحانی نیست,بامشاد لطف آبادی,19933
8019,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۲۷ - دل نهادن عرب بر التماس دلبر خویش و سوگند خوردن کی درین تسلیم مرا حیلتی و امتحانی نیست,/moulavi/masnavi/daftar1/sh127,بخش ۱۲۷ - دل نهادن عرب بر التماس دلبر خویش و سوگند خوردن کی درین تسلیم مرا حیلتی و امتحانی نیست,عندلیب,29082
8028,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۶ - سپردن عرب هدیه را یعنی سبو را به  غلامان خلیفه,/moulavi/masnavi/daftar1/sh136,بخش ۱۳۶ - سپردن عرب هدیه را یعنی سبو را به  غلامان خلیفه,بامشاد لطف آبادی,20311
8031,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۹ - در صفت پیر و مطاوعت وی,/moulavi/masnavi/daftar1/sh139,بخش ۱۳۹ - در صفت پیر و مطاوعت وی,بامشاد لطف آبادی,20315
8045,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۳ - باقی قصهٔ هاروت و ماروت و نکال و عقوبت ایشان هم در دنیا بچاه بابل,/moulavi/masnavi/daftar1/sh153,بخش ۱۵۳ - باقی قصهٔ هاروت و ماروت و نکال و عقوبت ایشان هم در دنیا بچاه بابل,بامشاد لطف آبادی,20547
8024,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۲ - فرق میان آنک درویش است به خدا و تشنهٔ خدا و میان آنک درویش است از خدا و تشنهٔ غیرست,/moulavi/masnavi/daftar1/sh132,بخش ۱۳۲ - فرق میان آنک درویش است به خدا و تشنهٔ خدا و میان آنک درویش است از خدا و تشنهٔ غیرست,بامشاد لطف آبادی,20286
8044,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۲ - اعتماد کردن هاروت و ماروت بر عصمت خویش و امیری اهل دنیا خواستن و در فتنه افتادن,/moulavi/masnavi/daftar1/sh152,بخش ۱۵۲ - اعتماد کردن هاروت و ماروت بر عصمت خویش و امیری اهل دنیا خواستن و در فتنه افتادن,بامشاد لطف آبادی,20544
8029,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۷ - حکایت ماجرای نحوی و کشتیبان,/moulavi/masnavi/daftar1/sh137,بخش ۱۳۷ - حکایت ماجرای نحوی و کشتیبان,بامشاد لطف آبادی,20310
8027,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۳۵ - مثل عرب اذا زنیت فازن بالحرة و اذا سرقت فاسرق الدرة,/moulavi/masnavi/daftar1/sh135,بخش ۱۳۵ - مثل عرب اذا زنیت فازن بالحرة و اذا سرقت فاسرق الدرة,بامشاد لطف آبادی,20302
8047,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۵ - اول کسی کی در مقابلهٔ نص قیاس آورد ابلیس بود,/moulavi/masnavi/daftar1/sh155,بخش ۱۵۵ - اول کسی کی در مقابلهٔ نص قیاس آورد ابلیس بود,بامشاد لطف آبادی,20625
8040,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۸ - آمدن مهمان پیش یوسف علیه‌السلام و تقاضا کردن یوسف علیه‌السلام ازو تحفه و ارمغان,/moulavi/masnavi/daftar1/sh148,بخش ۱۴۸ - آمدن مهمان پیش یوسف علیه‌السلام و تقاضا کردن یوسف علیه‌السلام ازو تحفه و ارمغان,بامشاد لطف آبادی,20382
8042,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۰ - مرتد شدن کاتب وحی به سبب آنک پرتو وحی برو زد آن آیت را پیش از پیغامبر صلی الله علیه و سلم بخواند گفت پس من هم محل وحیم,/moulavi/masnavi/daftar1/sh150,بخش ۱۵۰ - مرتد شدن کاتب وحی به سبب آنک پرتو وحی برو زد آن آیت را پیش از پیغامبر صلی الله علیه و سلم بخواند گفت پس من هم محل وحیم,بامشاد لطف آبادی,20405
8042,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۰ - مرتد شدن کاتب وحی به سبب آنک پرتو وحی برو زد آن آیت را پیش از پیغامبر صلی الله علیه و سلم بخواند گفت پس من هم محل وحیم,/moulavi/masnavi/daftar1/sh150,بخش ۱۵۰ - مرتد شدن کاتب وحی به سبب آنک پرتو وحی برو زد آن آیت را پیش از پیغامبر صلی الله علیه و سلم بخواند گفت پس من هم محل وحیم,مبینا جهانشاهی,25706
8054,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۲ - رجوع به حکایت زید,/moulavi/masnavi/daftar1/sh162,بخش ۱۶۲ - رجوع به حکایت زید,بامشاد لطف آبادی,21710
8037,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۵ - ادب کردن شیر گرگ را کی در قسمت بی‌ادبی کرده بود,/moulavi/masnavi/daftar1/sh145,بخش ۱۴۵ - ادب کردن شیر گرگ را کی در قسمت بی‌ادبی کرده بود,بامشاد لطف آبادی,20378
8032,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۰ - وصیت کردن رسول صلی الله علیه و سلم مر علی را کرم الله وجهه کی چون هر کسی به نوع طاعتی تقرب جوید به حق، تو تقرب جوی به صحبت عاقل و بندهٔ خاص تا ازیشان همه پیش‌قدم‌تر باشی,/moulavi/masnavi/daftar1/sh140,بخش ۱۴۰ - وصیت کردن رسول صلی الله علیه و سلم مر علی را کرم الله وجهه کی چون هر کسی به نوع طاعتی تقرب جوید به حق تو تقرب جوی به صحبت عاقل و بندهٔ خاص تا ازیشان همه پیش‌قدم‌تر باشی,بامشاد لطف آبادی,20318
8039,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۷ - نشاندن پادشاه، صوفیانِ عارف را پیش روی خویش تا چشمشان بدیشان روشن شود,/moulavi/masnavi/daftar1/sh147,بخش ۱۴۷ - نشاندن پادشاه صوفیان عارف را پیش روی خویش تا چشمشان بدیشان روشن شود,بامشاد لطف آبادی,20381
8053,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۱ - گفتن پیغامبر صلی الله علیه و سلم مر زید را کی این سر را فاش‌تر ازین مگو و متابعت نگهدار,/moulavi/masnavi/daftar1/sh161,بخش ۱۶۱ - گفتن پیغامبر صلی الله علیه و سلم مر زید را کی این سر را فاش‌تر ازین مگو و متابعت نگهدار,بامشاد لطف آبادی,21597
8059,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۷ - گفتن پیغامبر صلی الله علیه و سلم به گوش رکابدار امیرالمؤمنین علی کرم الله  وجهه کی کشتن علی بر دست تو خواهد بودن خبرت کردم,/moulavi/masnavi/daftar1/sh167,بخش ۱۶۷ - گفتن پیغامبر صلی الله علیه و سلم به گوش رکابدار امیرالمؤمنین علی کرم الله  وجهه کی کشتن علی بر دست تو خواهد بودن خبرت کردم,بامشاد لطف آبادی,21853
8034,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۲ - رفتن گرگ و روباه در خدمت شیر به شکار,/moulavi/masnavi/daftar1/sh142,بخش ۱۴۲ - رفتن گرگ و روباه در خدمت شیر به شکار,بامشاد لطف آبادی,20340
8058,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۶ - جواب گفتن امیر المؤمنین کی سبب افکندن شمشیر از دست چه بوده است  در آن حالت,/moulavi/masnavi/daftar1/sh166,بخش ۱۶۶ - جواب گفتن امیر المؤمنین کی سبب افکندن شمشیر از دست چه بوده است  در آن حالت,بامشاد لطف آبادی,21842
8057,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۵ - سؤال کردن آن کافر از علی کرم الله وجهه کی بر چون منی مظفر شدی شمشیر از دست چون انداختی,/moulavi/masnavi/daftar1/sh165,بخش ۱۶۵ - سؤال کردن آن کافر از علی کرم الله وجهه کی بر چون منی مظفر شدی شمشیر از دست چون انداختی,بامشاد لطف آبادی,21841
8050,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۸ - پرسیدن پیغمبر صلی الله علیه و سلم مر زید  را که امروز چونی و چون برخاستی و جواب  گفتن او که اصبحت ممنا یا رسول الله,/moulavi/masnavi/daftar1/sh158,بخش ۱۵۸ - پرسیدن پیغمبر صلی الله علیه و سلم مر زید  را که امروز چونی و چون برخاستی و جواب  گفتن او که اصبحت ممنا یا رسول الله,بامشاد لطف آبادی,21569
8038,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۶ - تهدید کردن نوح علیه‌السلام مر قوم را کی با من مپیچید کی من روپوشم با خدای می‌پیچید در میان این بحقیقت ای مخذولان,/moulavi/masnavi/daftar1/sh146,بخش ۱۴۶ - تهدید کردن نوح علیه‌السلام مر قوم را کی با من مپیچید کی من روپوشم با خدای می‌پیچید در میان این بحقیقت ای مخذولان,بامشاد لطف آبادی,20379
8049,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۷ - قصهٔ مری کردن رومیان و چینیان در علم نقاشی و صورت‌گری,/moulavi/masnavi/daftar1/sh157,بخش ۱۵۷ - قصهٔ مری کردن رومیان و چینیان در علم نقاشی و صورت‌گری,بامشاد لطف آبادی,20867
8069,مولانا » مثنوی معنوی » دفتر دوم » بخش ۵ - اندرز کردن صوفی خادم را در تیمار داشت بهیمه و لا حول خادم,/moulavi/masnavi/daftar2/sh5,بخش ۵ - اندرز کردن صوفی خادم را در تیمار داشت بهیمه و لا حول خادم,بامشاد لطف آبادی,22066
8046,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۴ - به عیادت رفتن کر بر همسایهٔ رنجور خویش,/moulavi/masnavi/daftar1/sh154,بخش ۱۵۴ - به عیادت رفتن کر بر همسایهٔ رنجور خویش,بامشاد لطف آبادی,20624
8041,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۹ - گفتن مهمان یوسف علیه‌السلام کی آینه‌ای آوردمت کی تا هر باری کی در وی نگری روی خوب خویش را بینی مرا یاد کنی,/moulavi/masnavi/daftar1/sh149,بخش ۱۴۹ - گفتن مهمان یوسف علیه‌السلام کی آینه‌ای آوردمت کی تا هر باری کی در وی نگری روی خوب خویش را بینی مرا یاد کنی,بامشاد لطف آبادی,20383
8048,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۶ - در بیان آنک حال خود و مستی خود پنهان باید داشت از جاهلان,/moulavi/masnavi/daftar1/sh156,بخش ۱۵۶ - در بیان آنک حال خود و مستی خود پنهان باید داشت از جاهلان,بامشاد لطف آبادی,20650
8036,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۴ - قصه آنکس کی در یاری بکوفت از درون گفت کیست آن گفت منم گفت چون تو توی در نمی‌گشایم هیچ کس را از یاران نمی‌شناسم کی او من باشد برو,/moulavi/masnavi/daftar1/sh144,بخش ۱۴۴ - قصه آنکس کی در یاری بکوفت از درون گفت کیست آن گفت منم گفت چون تو توی در نمی‌گشایم هیچ کس را از یاران نمی‌شناسم کی او من باشد برو,بامشاد لطف آبادی,20342
8036,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۴ - قصه آنکس کی در یاری بکوفت از درون گفت کیست آن گفت منم گفت چون تو توی در نمی‌گشایم هیچ کس را از یاران نمی‌شناسم کی او من باشد برو,/moulavi/masnavi/daftar1/sh144,بخش ۱۴۴ - قصه آنکس کی در یاری بکوفت از درون گفت کیست آن گفت منم گفت چون تو توی در نمی‌گشایم هیچ کس را از یاران نمی‌شناسم کی او من باشد برو,مبینا جهانشاهی,25700
8060,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۸ - تعجب کردن آدم علیه‌السلام از ضلالت  ابلیس لعین و عجب آوردن,/moulavi/masnavi/daftar1/sh168,بخش ۱۶۸ - تعجب کردن آدم علیه‌السلام از ضلالت  ابلیس لعین و عجب آوردن,بامشاد لطف آبادی,21923
8052,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۰ - بقیهٔ قصه زید در جواب رسول صلی الله علیه و سلم,/moulavi/masnavi/daftar1/sh160,بخش ۱۶۰ - بقیهٔ قصه زید در جواب رسول صلی الله علیه و سلم,بامشاد لطف آبادی,21567
8067,مولانا » مثنوی معنوی » دفتر دوم » بخش ۳ - دزدیدن مارگیر ماری را از مارگیری دیگر,/moulavi/masnavi/daftar2/sh3,بخش ۳ - دزدیدن مارگیر ماری را از مارگیری دیگر,بامشاد لطف آبادی,22046
8035,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۳ - امتحان کردن شیر گرگ را و گفتن کی پیش آی ای گرگ بخش کن صیدها را میان ما,/moulavi/masnavi/daftar1/sh143,بخش ۱۴۳ - امتحان کردن شیر گرگ را و گفتن کی پیش آی ای گرگ بخش کن صیدها را میان ما,بامشاد لطف آبادی,20341
8055,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۳ - آتش افتادن در شهر به ایام عمر رضی الله عنه,/moulavi/masnavi/daftar1/sh163,بخش ۱۶۳ - آتش افتادن در شهر به ایام عمر رضی الله عنه,بامشاد لطف آبادی,21839
8051,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۵۹ - متهم کردن غلامان و خواجه‌تاشان مر لقمان را کی آن میوه‌های ترونده را که می‌آوردیم او خورده است,/moulavi/masnavi/daftar1/sh159,بخش ۱۵۹ - متهم کردن غلامان و خواجه‌تاشان مر لقمان را کی آن میوه‌های ترونده را که می‌آوردیم او خورده است,بامشاد لطف آبادی,21568
8033,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۴۱ - کبودی زدن قزوینی بر شانه‌گاه صورت شیر و پشیمان شدن او به سبب زخم سوزن,/moulavi/masnavi/daftar1/sh141,بخش ۱۴۱ - کبودی زدن قزوینی بر شانه‌گاه صورت شیر و پشیمان شدن او به سبب زخم سوزن,بامشاد لطف آبادی,20338
8061,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۹ - بازگشتن به حکایت علی کرم الله وجهه و مسامحت کردن او با خونی خویش,/moulavi/masnavi/daftar1/sh169,بخش ۱۶۹ - بازگشتن به حکایت علی کرم الله وجهه و مسامحت کردن او با خونی خویش,بامشاد لطف آبادی,21924
8056,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۶۴ - خدو انداختن خصم در روی امیر المؤمنین علی کرم الله وجهه و انداختن امیرالمؤمنین علی شمشیر از دست,/moulavi/masnavi/daftar1/sh164,بخش ۱۶۴ - خدو انداختن خصم در روی امیر المؤمنین علی کرم الله وجهه و انداختن امیرالمؤمنین علی شمشیر از دست,بامشاد لطف آبادی,21840
8062,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۷۰ - افتادن رکابدار هر باری پیش امیر المؤمنین علی کرم الله وجهه کی ای امیر المؤمنین مرا بکش و ازین قضا برهان,/moulavi/masnavi/daftar1/sh170,بخش ۱۷۰ - افتادن رکابدار هر باری پیش امیر المؤمنین علی کرم الله وجهه کی ای امیر المؤمنین مرا بکش و ازین قضا برهان,بامشاد لطف آبادی,21925
8080,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۶ - تعریف کردن منادیان قاضی مفلس را گرد شهر,/moulavi/masnavi/daftar2/sh16,بخش ۱۶ - تعریف کردن منادیان قاضی مفلس را گرد شهر,بامشاد لطف آبادی,22266
8070,مولانا » مثنوی معنوی » دفتر دوم » بخش ۶ - حکایت مشورت کردن خدای تعالی  در ایجاد خلق,/moulavi/masnavi/daftar2/sh6,بخش ۶ - حکایت مشورت کردن خدای تعالی  در ایجاد خلق,بامشاد لطف آبادی,22067
8068,مولانا » مثنوی معنوی » دفتر دوم » بخش ۴ - التماس کردن همراه عیسی علیه السلام زنده کردن استخوانها از عیسی علیه السلام,/moulavi/masnavi/daftar2/sh4,بخش ۴ - التماس کردن همراه عیسی علیه السلام زنده کردن استخوانها از عیسی علیه السلام,بامشاد لطف آبادی,22047
8064,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۷۲ - گفتن امیر المؤمنین علی کرم الله وجهه با قرین خود کی چون خدو انداختی در روی من نفس من جنبید و اخلاص عمل نماند مانع کشتن تو آن شد,/moulavi/masnavi/daftar1/sh172,بخش ۱۷۲ - گفتن امیر المؤمنین علی کرم الله وجهه با قرین خود کی چون خدو انداختی در روی من نفس من جنبید و اخلاص عمل نماند مانع کشتن تو آن شد,بامشاد لطف آبادی,21928
8075,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۱ - حلوا خریدن شیخ احمد خضرویه جهت غریمان به الهام حق تعالی,/moulavi/masnavi/daftar2/sh11,بخش ۱۱ - حلوا خریدن شیخ احمد خضرویه جهت غریمان به الهام حق تعالی,بامشاد لطف آبادی,22175
8074,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۰ - یافتن شاه باز را به خانهٔ کمپیر زن,/moulavi/masnavi/daftar2/sh10,بخش ۱۰ - یافتن شاه باز را به خانهٔ کمپیر زن,بامشاد لطف آبادی,22167
8073,مولانا » مثنوی معنوی » دفتر دوم » بخش ۹ - گمان بردن کاروانیان که بهیمهٔ صوفی رنجورست,/moulavi/masnavi/daftar2/sh9,بخش ۹ - گمان بردن کاروانیان که بهیمهٔ صوفی رنجورست,بامشاد لطف آبادی,22135
8071,مولانا » مثنوی معنوی » دفتر دوم » بخش ۷ - بسته شدن تقریر معنی حکایت به سبب میل مستمع به استماع ظاهر صورت حکایت,/moulavi/masnavi/daftar2/sh7,بخش ۷ - بسته شدن تقریر معنی حکایت به سبب میل مستمع به استماع ظاهر صورت حکایت,بامشاد لطف آبادی,22068
8078,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۴ - خاریدن روستایی در تاریکی شیر را به ظن آنک گاو اوست,/moulavi/masnavi/daftar2/sh14,بخش ۱۴ - خاریدن روستایی در تاریکی شیر را به ظن آنک گاو اوست,بامشاد لطف آبادی,22219
8079,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۵ - فروختن صوفیان بهیمهٔ مسافر را جهت سماع,/moulavi/masnavi/daftar2/sh15,بخش ۱۵ - فروختن صوفیان بهیمهٔ مسافر را جهت سماع,بامشاد لطف آبادی,22227
8076,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۲ - ترسانیدن شخصی زاهدی را کی کم گری تا کور نشوی,/moulavi/masnavi/daftar2/sh12,بخش ۱۲ - ترسانیدن شخصی زاهدی را کی کم گری تا کور نشوی,بامشاد لطف آبادی,22194
8063,مولانا » مثنوی معنوی » دفتر اول » بخش ۱۷۱ - بیان آنک فتح طلبیدن مصطفی صلی الله علیه و سلم مکه را و غیر مکه را جهت دوستی ملک دنیا نبود چون فرموده است الدنیا جیفة بلک بامر بود,/moulavi/masnavi/daftar1/sh171,بخش ۱۷۱ - بیان آنک فتح طلبیدن مصطفی صلی الله علیه و سلم مکه را و غیر مکه را جهت دوستی ملک دنیا نبود چون فرموده است الدنیا جیفة بلک بامر بود,بامشاد لطف آبادی,21926
8077,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۳ - تمامی قصهٔ زنده شدن استخوانها به دعای عیسی علیه السلام,/moulavi/masnavi/daftar2/sh13,بخش ۱۳ - تمامی قصهٔ زنده شدن استخوانها به دعای عیسی علیه السلام,بامشاد لطف آبادی,22195
8086,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۲ - به راه کردن شاه یکی را از آن دو غلام و ازین دیگر پرسیدن,/moulavi/masnavi/daftar2/sh22,بخش ۲۲ - به راه کردن شاه یکی را از آن دو غلام و ازین دیگر پرسیدن,بامشاد لطف آبادی,23113
8066,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲ - هلال پنداشتن آن شخص خیال را در عهد عمر رضی الله عنه,/moulavi/masnavi/daftar2/sh2,بخش ۲ - هلال پنداشتن آن شخص خیال را در عهد عمر رضی الله عنه,بامشاد لطف آبادی,22045
8089,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۵ - کلوخ انداختن تشنه از سر دیوار در جوی آب,/moulavi/masnavi/daftar2/sh25,بخش ۲۵ - کلوخ انداختن تشنه از سر دیوار در جوی آب,بامشاد لطف آبادی,23199
8065,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱ - سر آغاز,/moulavi/masnavi/daftar2/sh1,بخش ۱ - سر آغاز,بامشاد لطف آبادی,22010
8065,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱ - سر آغاز,/moulavi/masnavi/daftar2/sh1,بخش ۱ - سر آغاز,مبینا جهانشاهی,25763
8082,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۸ - تتمهٔ قصهٔ مفلس,/moulavi/masnavi/daftar2/sh18,بخش ۱۸ - تتمهٔ قصهٔ مفلس,بامشاد لطف آبادی,22808
8082,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۸ - تتمهٔ قصهٔ مفلس,/moulavi/masnavi/daftar2/sh18,مثنوی معنوی دفتر دوم بخش ۱۸ - تتمهٔ قصهٔ مفلس,مبینا جهانشاهی,25681
8084,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۰ - ملامت‌کردن مردم شخصی را کی مادرش را کشت به تهمت,/moulavi/masnavi/daftar2/sh20,بخش ۲۰ - ملامت کردن مردم شخصی را کی مادرش را کشت به تهمت,بامشاد لطف آبادی,23111
8072,مولانا » مثنوی معنوی » دفتر دوم » بخش ۸ - التزام کردن خادم تعهد بهیمه را و تخلف نمودن,/moulavi/masnavi/daftar2/sh8,بخش ۸ - التزام کردن خادم تعهد بهیمه را و تخلف نمودن,بامشاد لطف آبادی,22129
8088,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۴ - حسد کردن حشم بر غلام خاص,/moulavi/masnavi/daftar2/sh24,بخش ۲۴ - حسد کردن حشم بر غلام خاص,بامشاد لطف آبادی,23143
8083,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۹ - مثل,/moulavi/masnavi/daftar2/sh19,بخش ۱۹ - مثل,بامشاد لطف آبادی,22965
8081,مولانا » مثنوی معنوی » دفتر دوم » بخش ۱۷ - شکایت کردن اهل زندان پیش وکیل قاضی از دست آن مفلس,/moulavi/masnavi/daftar2/sh17,بخش ۱۷ - شکایت کردن اهل زندان پیش وکیل قاضی از دست آن مفلس,بامشاد لطف آبادی,22490
8090,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۶ - فرمودن والی آن مرد را کی این خاربن را کی نشانده‌ای بر سر راه بر کن,/moulavi/masnavi/daftar2/sh26,بخش ۲۶ - فرمودن والی آن مرد را کی این خاربن را کی نشانده‌ای بر سر راه بر کن,بامشاد لطف آبادی,23237
8093,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۹ - رجوع به حکایت ذاالنون رحمة الله علیه,/moulavi/masnavi/daftar2/sh29,بخش ۲۹ - رجوع به حکایت ذاالنون رحمة الله علیه,بامشاد لطف آبادی,23299
8100,مولانا » مثنوی معنوی » دفتر دوم » بخش ۳۶ - عتاب کردن حق تعالی موسی را علیه  السلام از بهر آن شبان,/moulavi/masnavi/daftar2/sh36,علیرضا شاکری - عتاب کردن حق تعالی موسی را علیه  السلام از بهر آن شبان,علیرضا شاکری,22714
8094,مولانا » مثنوی معنوی » دفتر دوم » بخش ۳۰ - امتحان کردن خواجهٔ لقمان زیرکی لقمان را,/moulavi/masnavi/daftar2/sh30,بخش ۳۰ - امتحان کردن خواجهٔ لقمان زیرکی لقمان را,بامشاد لطف آبادی,23572
8091,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۷ - آمدن دوستان به بیمارستان جهت پرسش ذاالنون مصری رحمة الله علیه,/moulavi/masnavi/daftar2/sh27,بخش ۲۷ - آمدن دوستان به بیمارستان جهت پرسش ذاالنون مصری رحمة الله علیه,بامشاد لطف آبادی,23269
8092,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۸ - فهم کردن مریدان کی ذاالنون دیوانه نشد قاصد کرده است,/moulavi/masnavi/daftar2/sh28,بخش ۲۸ - فهم کردن مریدان کی ذاالنون دیوانه نشد قاصد کرده است,بامشاد لطف آبادی,23298
8085,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۱ - امتحان پادشاه به آن دو غلام کی نو خریده بود,/moulavi/masnavi/daftar2/sh21,بخش ۲۱ - امتحان پادشاه به آن دو غلام کی نو خریده بود,بامشاد لطف آبادی,23112
8087,مولانا » مثنوی معنوی » دفتر دوم » بخش ۲۳ - قسم غلام در صدق و وفای یار خود از طهارت ظن خود,/moulavi/masnavi/daftar2/sh23,بخش ۲۳ - قسم غلام در صدق و وفای یار خود از طهارت ظن خود,بامشاد لطف آبادی,23115
8180,مولانا » مثنوی معنوی » دفتر سوم » بخش ۱ - سر آغاز,/moulavi/masnavi/daftar3/sh1,بخش ۱ - سر آغاز,شهرام شریف زاده,25728
8216,مولانا » مثنوی معنوی » دفتر سوم » بخش ۳۷ - حکایت مارگیر کی اژدهای فسرده را مرده پنداشت در ریسمانهاش پیچید و  آورد به بغداد,/moulavi/masnavi/daftar3/sh37,حکایت مارگیر...,مبینا جهانشاهی,28169
8199,مولانا » مثنوی معنوی » دفتر سوم » بخش ۲۰ - چرب کردن مرد لافی لب و سبلت خود را هر بامداد به پوست دنبه و بیرون آمدن میان  حریفان کی من چنین خورده‌ام و چنان,/moulavi/masnavi/daftar3/sh20,بخش ۲۰ - چرب کردن مرد لافی لب و سبلت خود را هر بامداد به پوست دنبه و بیرون آمدن میان  حریفان کی من چنین خورده‌ام و چنان,مبینا جهانشاهی,28172
8366,مولانا » مثنوی معنوی » دفتر سوم » بخش ۱۸۷ - جواب گفتن عاشق عاذلان را و تهدید‌کنندگان را,/moulavi/masnavi/daftar3/sh187,بخش ۱۸۷ - جواب گفتن عاشق عاذلان را و تهدید‌کنندگان را,مبینا جهانشاهی,25702
8439,مولانا » مثنوی معنوی » دفتر چهارم » بخش ۳۲ - تهدید فرستادن سلیمان علیه‌السلام پیش بلقیس کی اصرار میندیش بر شرک و تاخیر مکن,/moulavi/masnavi/daftar4/sh32,بخش ۳۲ - تهدید فرستادن سلیمان علیه‌السلام پیش بلقیس کی اصرار میندیش بر شرک و تاخیر مکن,مبینا جهانشاهی,28166
