recitationId,audioDuration,audioSampleRate,audioNumChannels,audioBitrate
11889,138.657925,44100,1,320
5412,49.017324263038546,44100,2,266
28297,123.89877551020408,44100,1,64
6866,17.832925170068027,44100,2,251
51,77.2870068027211,44100,1,64
18118,98.74275,44100,1,128
25778,35.9964375,44100,1,128
6622,153.19678004535146,44100,2,262
22604,107.080125,44100,1,128
25536,107.10025,44100,1,128
26325,288.272,48000,2,128
18991,17.057959183673468,44100,2,128
591,93.76299319727892,44100,1,64
18128,92.9435625,44100,1,128
1576,88.02684807256236,44100,1,64
27350,150.016,48000,1,64
5284,149.9246875,44100,1,128
26207,33.7529375,44100,1,128
10060,146.6536875,44100,2,128
20315,205.15302083333333,48000,1,105
18114,113.214625,44100,1,128
22297,100.44075,44100,1,128
2204,15.872125,44100,2,64
3196,121.91883333333334,44100,2,192
16474,130.272625,44100,1,320
25637,105.0904375,44100,1,128
9324,47.476645833333336,48000,2,132
15911,103.7321875,44100,2,128
19128,160.8880625,44100,1,128
16328,128.078325,44100,1,320
22549,180.47775,44100,1,128
28101,233.972125,44100,1,128
6730,19.722857142857144,44100,2,259
5040,305.6568125,44100,1,128
22026,89.5738125,44100,1,128
13059,85.1069387755102,44100,1,64
27623,124.003225,44100,2,320
27977,104.5158125,44100,1,128
8183,318.18435416666665,48000,1,64
21719,389.5198125,44100,2,128
26168,85.500125,44100,1,128
12975,125.65249433106575,44100,2,173
20424,128.712,48000,1,64
16823,103.026875,44100,1,128
19880,46.47175,44100,1,128
27463,981.1493333333333,48000,1,192
5374,137.5201814058957,44100,2,272
16295,86.04702947845804,44100,2,182
26816,70.243225,44100,2,320
6078,216.0,48000,1,64
2061,36.8485,44100,2,64
23094,23.17061224489796,44100,2,128
27182,217.20816326530613,44100,2,192
18778,144.568625,48000,2,171
28963,97.2538125,44100,1,128
17834,77.9755,44100,2,128
26605,23.069333333333333,48000,1,192
1573,68.28988662131519,44100,1,64
15410,83.87915,44100,1,320
21449,81.084,44100,1,128
9785,207.718125,44100,2,128
13553,135.157525,44100,1,320
3251,53.150589569161,44100,1,64
15220,119.980375,44100,1,320
23927,157.843,48000,1,81
24097,25.1082,44100,2,320
25826,111.41225,44100,1,64
4653,130.29877551020408,44100,2,128
23616,167.184,48000,2,192
17759,118.8831875,44100,1,128
9794,199.378125,44100,2,128
16112,33.6456875,44100,2,128
12370,131.160775,44100,1,320
9827,164.767125,44100,2,128
514,119.91099773242631,44100,1,64
23185,170.005,44100,1,128
13195,132.5714,44100,1,320
1650,110.196,32000,1,56
27657,106.91915,44100,2,320
26909,197.7208163265306,44100,1,64
27052,94.64275,44100,1,128
16464,91.167325,44100,1,320
4277,64.82825396825397,44100,2,252
15338,111.296,48000,2,128
25258,138.1283125,44100,1,128
23643,126.01465,44100,2,320
6793,24.31591836734694,22050,2,151
25238,81.17038548752835,44100,2,320
9848,247.2028125,44100,2,128
26476,120.7118,44100,2,320
22659,108.7711875,44100,1,128
2990,145.9461224489796,44100,1,64
4936,37.782,32000,1,56
23680,108.3066875,44100,1,128
2111,46.043625,44100,2,64
17761,149.3158125,44100,1,128
6187,174.47175,44100,1,128
19651,1289.952,48000,2,64
4994,60.03410430839002,44100,2,263
19970,107.6766875,44100,2,128
7061,82.0,44100,1,99
15882,123.08895,44100,1,320
2205,15.402,44100,2,64
13132,87.3567,44100,2,320
1175,56.19229024943311,44100,1,64
1289,148.7934693877551,44100,1,64
29088,123.402375,44100,2,128
17768,138.1615625,44100,1,128
25961,117.7860625,44100,1,128
28463,50.06933333333333,48000,2,192
679,103.97700680272109,44100,1,64
21769,567.3615,44100,2,128
29339,145.52925,44100,1,128
25327,129.437375,44100,1,128
11682,47.736,48000,1,162
18183,79.986875,44100,1,128
22517,116.5060625,44100,1,128
18372,156.316625,44100,1,128
1717,59.48952380952381,44100,1,64
25558,81.0290625,44100,1,128
6775,19.381632653061224,44100,2,259
4124,177.1101875,44100,2,128
2156,179.94294784580498,44100,1,64
3206,87.269410430839,44100,1,64
27743,81.0318,44100,2,320
19111,217.67825,44100,1,128
1277,81.33950113378685,44100,1,64
11482,183.9528,44100,2,320
12729,169.769775,44100,1,320
18463,145.08408163265307,44100,2,192
25712,122.2415,44100,1,128
4721,46.384,32000,1,64
2981,73.48244897959184,44100,1,64
640,54.53900226757369,44100,1,64
6108,46.166,44100,1,64
5177,136.49941666666666,44100,2,192
22981,100.231375,44100,1,128
21951,133.6685,44100,1,128
23487,124.104,48000,2,192
710,87.05675,44100,2,128
843,98.7190022675737,44100,1,64
16339,159.76489795918368,44100,1,64
23077,154.95825,44100,1,128
22548,152.53775,44100,1,128
26581,84.5322,44100,2,320
6341,74.904,48000,1,64
15827,170.083225,44100,1,320
19675,103.75836734693877,44100,1,64
4989,92.29961451247165,44100,2,254
18870,132.1135,48000,1,224
2258,187.828,48000,2,256
6835,14.576326530612246,44100,1,192
23458,32.856,48000,2,64
2561,100.43208616780045,44100,1,64
28457,112.5093125,44100,2,128
27475,132.85877551020408,44100,2,128
5545,685.4130385487529,44100,1,64
25203,136.57977083333333,48000,1,82
1327,118.72362811791383,44100,1,64
4142,122.48816326530613,44100,1,64
21404,144.039125,44100,1,128
21226,97.645625,44100,1,128
26707,42.91047619047619,44100,1,64
7025,87.458,22050,1,96
28514,101.75025,44100,1,128
19100,115.51346938775511,44100,1,64
18236,121.0774375,44100,1,128
25292,115.59285714285714,44100,2,320
7172,202.657875,44100,1,128
2796,116.78968253968254,44100,1,64
2523,75.02079365079365,44100,1,64
26651,158.4326530612245,44100,2,128
20154,108.4080625,44100,1,128
28939,24.449875,44100,1,128
22990,333.0681632653061,44100,2,92
25308,111.124125,44100,1,128
9747,195.8596875,44100,2,128
13244,126.484875,44100,1,320
21024,113.7109375,44100,1,128
25794,175.968,16000,1,24
4253,191.399125,44100,2,128
20197,120.894625,44100,1,128
6796,21.827755102040815,22050,2,149
20482,89.0513125,44100,1,128
18846,188.7135,48000,1,224
17555,110.01525,44100,2,256
19363,142.851025,44100,2,320
1627,17.76,48000,1,64
16168,177.71102040816328,44100,2,128
9519,149.442375,44100,2,128
18395,179.40897959183673,44100,1,64
12274,74.936,48000,1,128
13232,161.3061,44100,1,320
18254,100.6235625,44100,1,128
23859,153.48961451247166,44100,2,89
2394,83.75596371882087,44100,1,64
13759,122.775475,44100,1,320
13038,80.5741875,48000,1,64
23849,97.56775,44100,1,128
1684,18.342,32000,1,61
3761,72.85956916099774,44100,2,259
23945,99.552,48000,2,192
15290,106.031,44100,1,320
5175,156.088,44100,2,192
26721,59.953922902494334,44100,1,64
20,70.94199546485261,44100,1,64
19271,102.1386875,44100,1,128
25473,39.5680625,44100,1,128
23776,160.632,48000,2,192
21353,166.1909375,44100,1,128
2779,83.79827664399093,44100,1,64
1685,18.468,32000,1,58
23965,163.896,48000,2,192
4929,196.98938775510203,44100,2,128
20806,128.235,44100,1,128
2198,18.432125,44100,2,64
26768,50.6514,44100,2,320
28490,25.925333333333334,48000,1,192
27014,137.48244897959182,44100,2,192
2332,15.5325,44100,2,64
4293,107.44276643990929,44100,2,261
23227,209.556,16000,1,24
9663,118.53018140589569,44100,2,263
18139,138.5273469387755,44100,1,64
22547,125.256375,44100,1,128
19141,104.8293125,44100,1,128
19217,90.5664375,44100,1,128
25291,79.62274376417234,44100,2,320
13626,138.945275,44100,1,320
27203,26.3050625,44100,1,128
27705,147.98367346938775,44100,2,128
9957,178.58025,44100,2,128
22207,56.52,48000,2,64
12650,117.39425,44100,1,320
18087,168.38530612244898,44100,1,64
28754,897.5813333333333,48000,1,192
884,109.23399092970521,44100,1,64
27643,146.376,48000,2,128
11839,106.710175,44100,1,320
1616,17.232,48000,1,64
3967,84.59616780045351,44100,2,273
24135,24.7167,44100,2,320
9799,261.615375,44100,2,128
13020,157.66052154195012,44100,2,172
13406,116.897925,44100,1,320
11739,168.636875,48000,1,64
15791,185.443225,44100,1,320
6073,81.672,48000,1,64
21828,676.284,44100,1,128
9989,213.7385625,44100,2,128
2722,71.496,32000,1,58
24034,34.0344,44100,2,320
3820,251.15462585034012,44100,2,260
23412,65.088,48000,2,64
28275,107.57224489795918,44100,1,64
17425,85.968875,44100,1,128
27741,84.81955,44100,2,320
14869,29.8318125,44100,2,128
19702,287.59525,8000,1,64
17483,141.1395,44100,1,128
18623,77.7925625,44100,1,128
18058,92.1599375,44100,1,128
3231,119.88433333333333,44100,2,192
1250,398.52408163265306,44100,1,192
21271,110.2105,44100,1,128
699,99.40077097505669,44100,1,64
27543,172.5387755102041,44100,2,128
27886,124.2122,44100,2,320
27658,79.93465,44100,2,320
26041,83.1216,44100,2,320
5709,157.28325,44100,2,128
12667,95.05955,44100,1,320
1494,118.49142857142857,44100,1,64
1983,57.250125,44100,2,64
1446,19.464,48000,1,64
12280,102.76575,22050,1,96
13235,133.955875,44100,1,320
20370,241.841625,44100,1,64
12726,146.337925,44100,1,320
15857,135.053025,44100,1,320
1634,20.424,48000,1,64
18067,126.2758125,44100,1,128
2221,14.853375,44100,2,64
13302,156.60405,44100,1,320
4424,26.191995464852607,44100,1,64
705,101.48698412698413,44100,1,64
26886,308.408,48000,2,128
15462,193.488875,44100,2,128
13689,114.70365,44100,1,320
7122,67.16083333333333,22050,1,96
28570,20.45387755102041,44100,2,128
17535,131.8660625,44100,1,128
20752,72.59425,44100,1,64
11637,160.888125,44100,1,320
2242,70.102375,44100,2,64
21664,321.332125,44100,1,128
12647,105.430175,44100,1,320
3498,98.18836734693878,44100,1,64
21279,115.408875,44100,1,128
610,112.56501133786848,44100,1,64
9721,155.99670833333334,48000,1,64
28697,79.46448979591837,44100,2,128
258,21.69,32000,1,57
5722,87.980375,44100,2,128
12024,237.81875,44100,1,320
24095,23.3595,44100,2,320
5444,114.06909297052154,44100,2,257
28218,175.184375,44100,1,128
23135,184.973,44100,1,64
23538,94.511,44100,2,320
4340,29.048125,44100,2,128
13006,85.53274376417234,44100,2,145
26667,762.0533333333333,48000,1,192
17534,155.402375,44100,1,128
12810,343.2751020408163,44100,1,64
15715,105.822,44100,1,320
23883,122.6973125,44100,1,128
5371,116.74993197278911,44100,2,269
27492,144.3787755102041,44100,2,128
4222,127.2946875,44100,2,128
27264,161.9330612244898,44100,1,64
20410,124.08163265306122,44100,2,143
9878,180.196125,44100,2,128
14941,156.4212,44100,1,320
1922,84.182375,44100,2,64
23593,143.02514739229025,44100,2,320
28732,563.5493333333334,48000,1,192
2703,149.82344671201815,44100,1,64
2142,142.8380045351474,44100,1,64
28618,46.5003125,44100,1,128
22231,395.2848125,44100,1,128
4984,111.34721088435374,44100,2,263
2478,74.94256235827665,44100,1,64
25419,104.1524716553288,44100,2,320
13177,120.790175,44100,1,320
302,24.084897959183674,44100,1,64
25281,179.86821875,44100,2,256
27473,178.625306122449,44100,2,128
28961,115.473,44100,1,128
25300,119.68024943310658,44100,2,320
6641,71.552,48000,1,128
23547,99.5265,44100,2,320
9802,200.577,44100,2,128
16496,128.862,44100,1,320
3100,41.811678004535146,44100,1,78
5064,120.5466875,44100,1,128
13706,103.340375,44100,1,320
18847,157.1960625,16000,1,128
17525,101.537875,44100,1,128
17754,124.0815625,44100,1,128
19737,77.844875,44100,1,64
9936,208.5781875,44100,2,128
10378,151.4583,44100,2,320
23217,72.17632653061224,44100,2,144
2522,546.72,48000,1,64
2428,46.67174603174603,44100,1,64
11760,255.44,48000,1,128
29086,93.62275,44100,2,128
2256,192.2105625,44100,2,256
3485,34.88170068027211,44100,1,64
23274,113.767125,44100,1,128
19727,118.0735,44100,1,64
18349,1058.8473469387754,44100,1,64
21958,137.35175,44100,1,128
10102,146.05425,44100,2,128
21253,482.9598125,44100,2,128
21880,60.316625,44100,1,128
22703,63.007875,44100,1,128
14850,134.164875,44100,1,320
20293,86.47158333333333,44100,2,192
22088,130.2725625,44100,1,128
16813,113.99825,44100,1,128
19690,39.24,48000,2,64
2041,45.1815,44100,2,64
2076,43.823125,44100,2,64
313,22.88326530612245,44100,1,64
15768,160.10445,44100,1,320
5945,161.0965,44100,1,128
21764,942.14025,44100,2,128
1835,55.526,44100,2,64
1949,61.246875,44100,2,64
1823,45.416625,44100,2,64
10391,175.5747,44100,2,320
28500,35.1086875,44100,1,128
21039,516.2659375,44100,2,128
11943,33.472244897959186,44100,2,150
15999,100.545275,44100,1,320
4366,17.612222222222222,44100,1,64
74,90.816,48000,1,64
29209,155.3830625,48000,2,320
19286,109.008875,44100,1,128
25663,165.329125,44100,1,128
11957,83.256,48000,1,256
23982,18.6876,44100,2,320
4628,144.3526530612245,44100,2,192
17587,117.2375,44100,2,128
14898,28.3950625,44100,2,128
28594,275.82675,44100,1,128
19098,97.0448125,44100,1,128
23694,219.8213125,44100,1,128
28839,121.9958125,44100,1,128
21218,118.8831875,44100,1,128
23567,87.048,48000,2,192
9299,157.41825,44100,2,192
21541,18.9386875,44100,1,128
5010,65.33975056689343,44100,2,258
290,21.49877551020408,44100,1,64
20208,190.30204081632652,44100,1,64
22449,149.29066666666668,48000,2,187
516,105.08299319727891,44100,1,64
23436,33.648,48000,2,64
3182,156.05,44100,1,64
18140,94.6415625,44100,1,128
28691,89.3654375,44100,1,128
18675,87.457875,44100,1,128
447,67.34367346938775,44100,1,64
12966,160.15666666666667,44100,2,254
26691,116.4016,44100,2,320
25392,113.1158125,44100,1,128
1615,20.484,32000,1,61
20003,281.16,48000,2,64
22790,280.08489795918365,44100,1,64
4695,117.44086167800454,44100,2,263
9768,187.1026875,44100,2,128
28236,108.885125,44100,1,128
5387,86.2853514739229,44100,2,266
27468,144.7967,44100,2,320
21548,19.670125,44100,1,128
9856,193.905,44100,2,128
27017,187.1824716553288,44100,1,89
21972,145.24075,44100,1,128
22171,270.4716875,44100,1,128
21812,110.8635625,44100,1,128
5813,32.9643,44100,2,160
21831,127.4251875,44100,1,128
17432,107.0235625,44100,1,128
13394,115.095475,44100,1,320
16557,126.328125,44100,2,128
5000,69.78897959183674,44100,2,260
15781,223.52979591836734,44100,1,64
15200,95.36,48000,2,128
18094,97.536,44100,1,128
17322,138.605625,44100,1,128
1979,79.03625,44100,2,64
20433,106.1354375,44100,1,128
28579,119.11825,44100,2,128
15953,122.50122448979592,44100,2,127
23922,114.58502083333333,48000,1,82
2621,123.60888888888888,44100,1,64
23190,209.096,48000,1,128
4985,79.22802721088435,44100,2,263
22266,249.85616666666667,48000,1,101
25682,158.66670833333333,48000,2,192
2683,65.12579166666667,48000,1,64
22856,83.565625,44100,1,128
2458,87.3534375,44100,2,128
26145,137.090575,44100,2,320
11880,227.448125,44100,1,320
11502,137.6775,44100,2,320
2314,183.50482993197278,44100,1,64
6436,144.864,32000,1,55
16404,345.49551020408165,44100,1,64
28243,259.1608163265306,44100,1,64
22907,157.617,48000,1,89
17702,215.7713125,44100,1,128
21339,19.38275,44100,1,128
20719,124.9696875,44100,1,128
2598,40.21952380952381,44100,1,64
27486,178.8,48000,1,128
16565,129.3321875,44100,2,128
20159,80.5876875,44100,1,128
27584,256.18285714285713,44100,2,128
12860,93.3209977324263,44100,2,270
22969,101.823875,44100,1,128
25851,109.37475,44100,1,64
2813,158.112,48000,1,64
16377,136.6465,44100,1,320
2426,24.38975,48000,1,77
3208,94.32266666666666,44100,2,192
27671,120.0326530612245,44100,2,128
27693,128.91425,44100,2,320
6313,136.90775,44100,2,128
12601,84.58341666666666,48000,1,64
21521,72.306875,44100,1,128
19159,119.9803125,44100,1,128
21802,636.9696875,44100,1,128
23118,129.0180625,44100,1,128
20494,99.134625,44100,1,128
4476,36.53410430839002,44100,1,64
309,23.275102040816325,44100,1,64
3480,45.40369614512472,44100,1,64
2757,8.91,32000,1,58
12237,838.8479791666666,48000,1,64
18228,102.3215625,44100,1,128
6849,18.224897959183675,44100,2,258
26451,137.69142857142856,44100,2,128
18187,224.15673469387755,44100,1,64
17200,156.26448979591837,44100,2,96
21455,135.6538125,44100,1,128
16521,97.51510204081633,44100,1,64
11636,145.8416,44100,1,320
21734,837.415375,44100,2,128
26878,46.2056875,44100,1,128
21468,98.95175,44100,1,128
6413,150.714,32000,1,55
26074,83.2261,44100,2,320
23037,158.014625,44100,1,128
23228,154.98,16000,1,24
23100,18.886530612244897,44100,2,128
25181,108.772875,44100,1,128
14933,95.947725,44100,1,320
45,44.85700680272109,44100,1,64
26957,261.288,48000,1,127
3197,167.6950113378685,44100,1,64
2662,85.85764583333334,48000,1,64
6070,199.32,48000,1,64
1361,123.05866666666667,32000,2,96
2668,85.98229166666667,48000,1,64
23476,131.904,48000,2,192
28811,32.6328125,44100,1,128
2992,105.22122448979592,44100,1,64
25267,116.4032,48000,2,320
13584,164.85877551020408,44100,2,192
2637,357.12,48000,1,64
27769,75.937925,44100,2,320
13727,140.01632653061225,44100,2,192
648,64.87299319727892,44100,1,64
20882,130.0375,44100,1,64
18347,376.0326530612245,44100,2,192
70,68.232,48000,1,64
15526,105.53465,44100,1,320
11758,45.392,48000,1,128
18246,116.1925625,44100,1,128
5220,168.69875,44100,1,64
12844,104.11827664399092,44100,2,269
15414,110.602425,44100,1,320
3209,109.89441666666667,44100,2,192
12272,90.272,48000,1,128
23667,117.108,16000,1,48
12345,209.998325,44100,1,320
2272,16.055,44100,2,64
24006,149.68163265306123,44100,1,64
28338,242.1270625,44100,1,128
6117,346.8596825396825,44100,2,149
5468,78.50666666666666,44100,2,259
19262,80.7705,44100,1,128
15675,181.36816326530612,44100,2,128
5093,185.2342857142857,44100,1,64
22325,179.565625,44100,1,128
15822,177.3714,44100,1,320
28320,121.296,48000,1,192
13405,109.923225,44100,1,320
3350,26.669,8000,1,64
11791,405.752,48000,1,128
20243,72.9076875,44100,1,128
9958,184.9655625,44100,2,128
26695,70.44934240362812,44100,1,64
13087,80.74448979591837,44100,1,64
26172,164.984,48000,2,128
18436,112.013,44100,1,128
821,126.6272,48000,2,320
17374,147.0431875,44100,1,128
28810,26.332375,44100,1,128
20774,115.513375,44100,1,128
25641,61.6535,48000,1,106
22392,99.3435625,44100,1,128
2182,62.10199546485261,44100,1,64
25511,156.8745625,44100,1,128
1448,20.448,48000,1,64
22980,126.6155,44100,1,64
21398,141.1395,44100,1,128
22933,133.4041875,44100,1,128
14948,137.665275,44100,1,320
4288,122.81789115646258,44100,2,255
24174,169.7293125,44100,1,128
6742,26.12145124716553,44100,2,260
1003,92.67083900226757,44100,1,64
15264,129.1755,44100,1,64
802,63.129002267573696,44100,1,64
28050,181.0190625,44100,1,128
22599,151.17075,44100,1,128
19109,212.688875,44100,1,128
28036,113.26133333333334,48000,1,192
17797,120.685625,44100,1,128
4018,322.377125,44100,2,128
6520,16.6921875,44100,1,128
12451,113.711,44100,1,320
21023,77.9754375,44100,1,128
26449,137.50855,44100,2,320
4698,73.71131519274377,44100,2,259
20501,265.35175,44100,1,128
20417,133.9035625,44100,1,128
15507,358.3216326530612,44100,2,128
20468,107.91175,44100,1,128
19305,97.332125,44100,1,128
18148,206.497875,44100,1,128
22735,191.0595,44100,1,128
25914,26.357333333333333,48000,2,192
20695,163.97061224489795,44100,1,128
5586,126.43256235827664,44100,1,64
6093,194.832,48000,1,64
15834,142.3934693877551,44100,1,64
905,104.03501133786848,44100,1,64
25184,180.6349375,44100,1,128
12044,209.293025,44100,1,320
17444,97.854625,44100,1,128
21472,118.5958125,44100,1,128
19856,281.10367346938773,44100,2,113
12639,120.29385,44100,1,320
8234,200.34,32000,1,55
